text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
"Manon, it won't hurt you. At least you will forget Lalou.",caring,moderate,happiness,3,5,1
I think she has already forgotten it.,realization,mild,surprise,6,23,0
You will be on the path of reconciliation with yourself.,optimism,moderate,happiness,3,21,1
I didn't understand.,confusion,mild,surprise,6,6,0
It will allow you to move forward.,optimism,moderate,happiness,3,21,1
Let go of this banana.,confusion,mild,surprise,6,6,0
Non.,neutral,mild,neutral,4,20,0
You can see that we don't talk to each other.,disappointment,moderate,sadness,5,9,1
"Yeah, that is in fact.",neutral,mild,neutral,4,20,0
ST '501 subtitling,neutral,mild,neutral,4,20,0
"So I have bracelets to give you, in any case to some and some in this",neutral,mild,neutral,4,20,0
game.,neutral,mild,neutral,4,20,0
"So clearly, I take away all suspense if there will be no black bracelet.",amusement,mild,happiness,3,1,0
Here is the first.,neutral,mild,neutral,4,20,0
Who thinks deserves a bracelet?,curiosity,mild,happiness,3,7,0
"Julie, she deserves one.",approval,moderate,happiness,3,4,1
"I will indeed give a gold bracelet to you, Julie.",approval,moderate,happiness,3,4,1
I deserved amply.,pride,moderate,happiness,3,22,1
And bim! I had my bracelet.,excitement,strong,happiness,3,13,2
"This bracelet is grapal and I am so happy and I think that for once, yes,",joy,strong,happiness,3,17,2
I deserved it.,pride,moderate,happiness,3,22,1
I made a huge advance in this adventure and I will never thank it.,gratitude,strong,happiness,3,15,2
Does that do you good?,curiosity,mild,happiness,3,7,0
It did me a lot of good.,relief,moderate,happiness,3,24,1
I needed to empty everything I had inside me to start again,relief,moderate,happiness,3,24,1
The field.,neutral,mild,neutral,4,20,0
I am very happy to have received it.,joy,strong,happiness,3,17,2
And I understood that I had the right to be happy.,realization,moderate,surprise,6,23,1
There are a thousand ways to say things Antoine.,neutral,mild,neutral,4,20,0
"I think seeing your pain and your fear, it almost touched him more and it almost",caring,moderate,happiness,3,5,1
more spoken than your words.,realization,mild,surprise,6,23,0
"Yes, it's true.",neutral,mild,neutral,4,20,0
It was beautiful to see you both like that.,admiration,moderate,happiness,3,0,1
I realized that ...,realization,mild,surprise,6,23,0
I'm just saying it right now.,nervousness,mild,fear,2,19,0
Say it again.,neutral,mild,neutral,4,20,0
That I love him.,love,strong,happiness,3,18,2
That I am really in love with him.,love,strong,happiness,3,18,2
I can't say anything.,nervousness,moderate,fear,2,19,1
I can only be proud of her proud of us.,pride,strong,happiness,3,22,2
It is now obvious.,realization,moderate,surprise,6,23,1
He told me it can only work when you love each other.,realization,moderate,surprise,6,23,1
Théo?,curiosity,mild,happiness,3,7,0
"Very well, well played.",approval,mild,happiness,3,4,0
I think it was you who found the answer.,realization,mild,surprise,6,23,0
"Thank you, Thié.",gratitude,mild,happiness,3,15,0
"You have succeeded after many meetings,",admiration,moderate,happiness,3,0,1
On several inclusive sites.,neutral,mild,neutral,4,20,0
In the aspect of out of music.,neutral,mild,neutral,4,20,0
I went there by surprise.,surprise,mild,surprise,6,27,0
I told myself it was really aesthetic,admiration,mild,happiness,3,0,0
"of his revelations in the head,",curiosity,mild,happiness,3,7,0
And I thought it was toxic.,disapproval,moderate,disgust,1,10,1
I came to see Théo.,neutral,mild,neutral,4,20,0
"I already tell you,",neutral,mild,neutral,4,20,0
But I say it in front of everyone.,pride,mild,happiness,3,22,0
I was amazed by your ability to honesty.,admiration,moderate,happiness,3,0,1
So it makes me very happy to have it.,joy,moderate,happiness,3,17,1
"This bracelet, it is very symbolic in this life.",admiration,mild,happiness,3,0,0
"You made a request to me, Théo.",neutral,mild,neutral,4,20,0
You said to me ...,neutral,mild,neutral,4,20,0
I had a flash for Cassandra.,realization,moderate,surprise,6,23,1
I like it.,approval,mild,happiness,3,4,0
"And I wish, if possible,",desire,mild,happiness,3,8,0
that she returns to the adventure,optimism,mild,happiness,3,21,0
"As my broken cheese,",confusion,mild,surprise,6,6,0
My comrades.,neutral,mild,neutral,4,20,0
Call it as you want.,neutral,mild,neutral,4,20,0
And I am pleased to tell you that she said yes,joy,strong,happiness,3,17,2
And that she will return to the adventure by your side.,excitement,moderate,happiness,3,13,1
"Ah, it's beautiful, it's beautiful.",admiration,strong,happiness,3,0,2
"I'm not telling you when, I leave you in the suspense.",curiosity,moderate,happiness,3,7,1
No impatience.,neutral,mild,neutral,4,20,0
She makes all this trip to return to Mexico.,admiration,mild,happiness,3,0,0
It is true that it is a long journey.,neutral,mild,neutral,4,20,0
I tell myself that there is still something.,curiosity,mild,happiness,3,7,0
I think I like him anyway,realization,moderate,surprise,6,23,1
And that she wants to take the trouble to discover me.,curiosity,mild,happiness,3,7,0
So it makes me happy.,joy,moderate,happiness,3,17,1
"And then, I want to honor another person.",admiration,mild,happiness,3,0,0
"Who, I think, starts from afar.",curiosity,mild,happiness,3,7,0
Lalou is you I'm talking about.,neutral,mild,neutral,4,20,0
"When you entered the adventure,",neutral,mild,neutral,4,20,0
I said to myself ...,realization,mild,surprise,6,23,0
"It's not going to do it, it's not going to take.",disappointment,moderate,sadness,5,9,1
Bad feeling on my part.,annoyance,mild,anger,0,3,0
There was this hypnosis sequence with Alex.,neutral,mild,neutral,4,20,0
"I think if, at that time, I was questioned,",confusion,mild,surprise,6,6,0
I wouldn't have had the words either.,confusion,mild,surprise,6,6,0
"But tonight, I have them.",realization,moderate,surprise,6,23,1
Bravo.,admiration,mild,happiness,3,0,0
"It touches me because I think it's really thanks to her,",gratitude,moderate,happiness,3,15,1
"For the moment, which I manage to move forward in my problem.",optimism,moderate,happiness,3,21,1
"Lucie, really, thank you.",gratitude,strong,happiness,3,15,2
"My dear Manon, welcome.",neutral,mild,neutral,4,20,0
Is your seduction approach real?,curiosity,moderate,happiness,3,7,1
With ... that was with Lalou?,curiosity,mild,happiness,3,7,0
For example.,neutral,mild,neutral,4,20,0
"Or in general, moreover.",neutral,mild,neutral,4,20,0
"Afterwards, we still didn't know each other enough.",neutral,mild,neutral,4,20,0
What happened.,neutral,mild,neutral,4,20,0
He met Clarisse.,neutral,mild,neutral,4,20,0
He is with her and then it's very good for him.,approval,mild,happiness,3,4,0
What is it very good for him?,curiosity,mild,happiness,3,7,0
Hashtag fought.,annoyance,mild,anger,0,3,0
"In fact, it's no longer pride.",realization,mild,surprise,6,23,0
It's the ego.,realization,mild,surprise,6,23,0
Voilà.,neutral,mild,neutral,4,20,0
"In fact, when I arrive in the adventure,",neutral,mild,neutral,4,20,0
He puts himself on me.,annoyance,mild,anger,0,3,0
"In the evening, we both rediscuous, in fact,",neutral,mild,neutral,4,20,0
"So that he can have a discussion with Clarisse,",neutral,mild,neutral,4,20,0
To clarify things.,neutral,mild,neutral,4,20,0
"In the end, I learn that she is sleeping there in the night.",surprise,moderate,surprise,6,27,1
"And in fact, he didn't tell me anything.",disappointment,mild,sadness,5,9,0
That's what I hate.,anger,strong,anger,0,2,2
Lie.,disgust,strong,disgust,1,11,2
Just that.,neutral,mild,neutral,4,20,0
That's it.,neutral,mild,neutral,4,20,0
It moves you.,realization,mild,surprise,6,23,0
"No, but you know why it annoys me?",annoyance,moderate,anger,0,3,1
I was led all my life.,sadness,strong,sadness,5,26,2
Where do we take this emotion?,confusion,moderate,surprise,6,6,1
It's not even jealousy.,realization,mild,surprise,6,23,0
I hate lying.,anger,strong,anger,0,2,2
It is a disappointment.,disappointment,moderate,sadness,5,9,1
I suffered a lot in my past because of that.,sadness,strong,sadness,5,26,2
"And I tell myself how, today,",realization,mild,surprise,6,23,0
"We can still do that to me,",disappointment,moderate,sadness,5,9,1
and above all coming from a person,disappointment,mild,sadness,5,9,0
which is nothing yet for me.,disapproval,mild,disgust,1,10,0
"And it's not possible, actually.",disappointment,mild,sadness,5,9,0
Whether you know a person you don't know ...,confusion,mild,surprise,6,6,0
I totally believe in your situation.,approval,mild,happiness,3,4,0
I totally believe in your situation and I apologized.,remorse,moderate,sadness,5,25,1
Why this lie by omission?,confusion,moderate,surprise,6,6,1
"Because we will put into perspective, it is a lie by omission.",realization,mild,surprise,6,23,0
And I couldn't tell her opposite.,remorse,mild,sadness,5,25,0
"There you go, I apologized and I’m re-excused it with her",remorse,moderate,sadness,5,25,1
Because I'm not like that and I don't want to ...,remorse,mild,sadness,5,25,0
"I see her crying, that ...",sadness,strong,sadness,5,26,2
Of course it is struggling.,caring,moderate,happiness,3,5,1
From the moment you make a decision,neutral,mild,neutral,4,20,0
"and you act or talk,",neutral,mild,neutral,4,20,0
Be straight with yourself.,approval,moderate,happiness,3,4,1
"And if you are straight with yourself,",approval,mild,happiness,3,4,0
Truth is not difficult to say.,realization,mild,surprise,6,23,0
"If you are ok with what you did, Lallou,",approval,mild,happiness,3,4,0
This is then Manon's problem,disapproval,mild,disgust,1,10,0
If it is not ok with what is ok for you.,disapproval,mild,disgust,1,10,0
"You don't do things against her, you do them for yourself.",optimism,moderate,happiness,3,21,1
"So my dear Manon,",neutral,mild,neutral,4,20,0
Can you give me your problem?,curiosity,mild,happiness,3,7,0
And the number of days from which you are single?,curiosity,mild,happiness,3,7,0
"So, I've been alone for 480 days.",sadness,moderate,sadness,5,26,1
"And in fact, I have love that is very destructive.",sadness,strong,sadness,5,26,2
For what ?,confusion,mild,surprise,6,6,0
Take all your time.,caring,mild,happiness,3,5,0
I can't explain you.,confusion,moderate,surprise,6,6,1
"No. For this evening, it will be enough for me, indeed.",neutral,mild,neutral,4,20,0
"I can't talk about my problem,",nervousness,moderate,fear,2,19,1
Especially when I see everyone looking at me,nervousness,strong,fear,2,19,2
"And I feel that it will be too complicated,",nervousness,moderate,fear,2,19,1
So I prefer not to talk about it that evening.,nervousness,moderate,fear,2,19,1
I would like us to talk to each other with open hearts,desire,moderate,happiness,3,8,1
"how you all feel and everyone together,",desire,mild,happiness,3,8,0
"What's going and what's wrong, of course.",curiosity,mild,happiness,3,7,0
"You, Léana, had the courage to go see Sarah,",admiration,moderate,happiness,3,0,1
who had decided to leave the villa.,sadness,mild,sadness,5,26,0
And to tell him things.,neutral,mild,neutral,4,20,0
How did you feel?,curiosity,mild,happiness,3,7,0
It did me good.,relief,moderate,happiness,3,24,1
At least I said everything I had on my heart.,relief,moderate,happiness,3,24,1
"Yes, I know it's delicate.",neutral,mild,neutral,4,20,0
I know it's delicate as a thing.,neutral,mild,neutral,4,20,0
"Even if she doesn't want to forgive me, it's okay.",neutral,mild,neutral,4,20,0
"It's good, Kalimero's stories,",amusement,mild,happiness,3,1,0
"I can no longer see them, actually.",annoyance,mild,anger,0,3,0
"At that time, in fact, I feel nothing.",neutral,mild,neutral,4,20,0
"There, right away, I'm empty.",sadness,moderate,sadness,5,26,1
Sarah ?,curiosity,mild,happiness,3,7,0
What's going on in you?,curiosity,moderate,happiness,3,7,1
"No, it's ...",neutral,mild,neutral,4,20,0
I have no special feeling.,neutral,mild,neutral,4,20,0
I think I cried enough.,sadness,moderate,sadness,5,26,1
I was bad enough.,remorse,moderate,sadness,5,25,1
"And for once, you see, you told me to think of me,",realization,mild,surprise,6,23,0
"And there, I think of myself, in fact.",realization,moderate,surprise,6,23,1
It is an excellent decision.,approval,moderate,happiness,3,4,1
"It can be hard for Léana to hear that,",neutral,mild,neutral,4,20,0
"I understand it,",neutral,mild,neutral,4,20,0
But I'm not going to go back to her arms because she cried.,optimism,moderate,happiness,3,21,1
It would be too easy.,disapproval,mild,disgust,1,10,0
"Arriving at one point, I think of myself.",realization,moderate,surprise,6,23,1
"I want to move forward, in fact.",optimism,moderate,happiness,3,21,1
Leana and Ken.,neutral,mild,neutral,4,20,0
"How are you, both? Where are you?",curiosity,mild,happiness,3,7,0
Can you put one next to the other,neutral,mild,neutral,4,20,0
So that I don't have to do a table tennis?,annoyance,mild,anger,0,3,0
"I'm not good, I'm ...",sadness,moderate,sadness,5,26,1
"I'm in a sensation, I never felt that feeling.",confusion,moderate,surprise,6,6,1
"I feel like I feel guilty of something,",remorse,mild,sadness,5,25,0
While it's not really very serious.,neutral,mild,neutral,4,20,0
"When I asked you to put you next to each other,",neutral,mild,neutral,4,20,0
I had the impression that it was getting to know you.,curiosity,mild,happiness,3,7,0
What's going on?,curiosity,moderate,happiness,3,7,1
"In fact, the evening ...",neutral,mild,neutral,4,20,0
"At the weekend, anyway, it went very well.",neutral,mild,neutral,4,20,0
We had a physical attraction and everything.,desire,moderate,happiness,3,8,1
We laughed well and everything.,joy,mild,happiness,3,17,0
"But there, I have not known, for a while,",confusion,mild,surprise,6,6,0
I am very distant with him.,neutral,mild,neutral,4,20,0
I no longer want to kiss him like at first.,disappointment,mild,sadness,5,9,0
"And you, where where are you?",curiosity,mild,happiness,3,7,0
"Already, I'm very happy when she tells me things.",gratitude,moderate,happiness,3,15,1
"So, I thank you for saying that because I was going to say it.",gratitude,mild,happiness,3,15,0
"Léana, Ken lives with you in the villa.",neutral,mild,neutral,4,20,0
Why I have to come and ask you the question,annoyance,mild,anger,0,3,0
"so that, all of a sudden, you have the enlightenment, sorry,",neutral,mild,neutral,4,20,0
to say ...,neutral,mild,neutral,4,20,0
"While asking you the question several times, Ken.",annoyance,mild,anger,0,3,0
"Until now, you've worked like that.",neutral,mild,neutral,4,20,0
Now I'm going to ask you to say things.,neutral,mild,neutral,4,20,0
Tell Ken clearly that you are both.,neutral,mild,neutral,4,20,0
SO...,neutral,mild,neutral,4,20,0
I prefer to stop there.,disapproval,mild,disgust,1,10,0
It's not counter-time.,confusion,mild,surprise,6,6,0
